id,typeName,category,description,commonExamples,careTips,lightPreference,humidityPreference,temperaturePreference,springInterval,summerInterval,fallInterval,winterInterval,soilPhPreference,drainagePreference,plantToxicity,growthRate,origin
adzuki-bean,Adzuki Bean,Vegetables - Fruiting,"Also known as: Azuki bean, Red bean. Small red beans in the Fabaceae family, very popular in Chinese and Japanese cuisine, used in desserts.","Vigna angularis (Adzuki bean, Azuki bean, Red bean)","Keep soil evenly moist (2-3 times per week). Well-drained, fertile soil preferred. Full sun essential. Fertilize with low-nitrogen fertilizer. Fast-growing (90-120 days). Harvest when pods are dry and brown. Very popular in Chinese and Japanese cuisine. Used in desserts and sweet red bean paste. Warm-season crop. Seasonal crop; watering varies by growing zone and harvest timing. Remove flower stems and any damaged or rotting leaves promptly.",outdoorFullSun,medium,"[21, 29]",3.0,3.0,5.0,,neutral,wellDraining,nonToxic,fast,
armenian-cucumber,Armenian Cucumber,Vegetables - Fruiting,"Long, ribbed melon in the Cucurbitaceae family, eaten like cucumber when immature, mild and crisp, heat-tolerant.",Cucumis melo var. flexuosus,Keep soil evenly moist (daily in hot weather). Water at base to avoid leaf diseases. Consistent moisture prevents bitter fruit. Full sun essential (6-8 hours daily). Provide trellis for vining habit. Fertilize every 2-3 weeks. Harvest when 12-18 inches long for best flavor. Heat-tolerant. Seasonal crop; watering varies by growing zone and harvest timing. Remove flower stems and any damaged or rotting leaves promptly.,outdoorFullSun,medium,"[10, 32]",5.0,4.0,7.0,,neutral,wellDraining,nonToxic,fast,
artichoke,Artichoke,Vegetables - Fruiting,"Perennial thistle in the Asteraceae family, grown for edible flower buds before they bloom, Mediterranean origin.",Cynara cardunculus var. scolymus,Water deeply 2-3 times per week. Consistent moisture important during bud formation. Mulch to retain moisture. Full sun essential (6-8 hours daily). Fertilize in spring and after harvest. Perennial in zones 7–11; harvest flower buds when tight and before scales open. Mulch heavily in winter. Seasonal crop; watering varies by growing zone and harvest timing. Remove dead or damaged foliage promptly.,outdoorFullSun,medium,"[10, 32]",5.0,4.0,7.0,,neutral,wellDraining,nonToxic,fast,
asparagus,Asparagus,Vegetables - Fruiting,"Also known as: Garden asparagus. Perennial vegetable with tender edible spears, takes 2-3 years to establish.","Asparagus officinalis (Garden asparagus), 'Mary Washington', 'Jersey Giant'","Water regularly during growing season. Full sun. Rich, well-drained soil. Do not harvest first year; light harvest second year. Mulch in winter. Long-lived perennial. Herbaceous perennials die back; reduce watering when dormant. Remove dead or damaged foliage promptly.",outdoorFullSun,medium,"[15, 29]",5.0,5.0,7.0,,neutral,wellDraining,nonToxic,fast,
beans,Beans,Vegetables - Fruiting,"Fast-growing legume vegetables in the Fabaceae family, pole beans need support while bush beans are self-supporting.","Phaseolus vulgaris (Green beans, Snap beans, String beans), pole and bush varieties",Keep soil evenly moist (2-3 times per week). Water at base to avoid wetting leaves. Consistent moisture important during flowering and pod development. Full sun essential (6-8 hours daily). Fertilize sparingly - beans fix their own nitrogen. Pole beans need trellis or support; bush beans are self-supporting. Harvest regularly to encourage continued production. Fast-growing - ready in 50-60 days. Watch for bean beetles. Seasonal crop; watering varies by growing zone and harvest timing. Remove dead or damaged foliage promptly.,outdoorFullSun,medium,"[21, 27]",3.0,3.0,5.0,,neutral,wellDraining,nonToxic,fast,
bell-peppers,Bell Peppers,Vegetables - Fruiting,"Also known as: Sweet pepper. Sweet peppers in the Solanaceae family with blocky, thick-walled fruits, most popular pepper variety.","Capsicum annuum (Bell pepper, Sweet pepper), green, red, yellow, orange, purple varieties","Water deeply 2-3 times per week. Consistent moisture important during fruiting. Mulch around plants. Full sun essential (6-8 hours daily). Fertilize every 3-4 weeks with balanced fertilizer. Stake plants if needed. Harvest when fruits reach desired size and color - green peppers are immature, colored peppers are fully ripe. Warm-season crop. Watch for aphids and pepper maggots. Seasonal crop; watering varies by growing zone and harvest timing. Remove yellowing or dead leaves promptly.",outdoorFullSun,medium,"[21, 29]",3.0,3.0,5.0,,acidic,wellDraining,nonToxic,fast,
bitter-melon,Bitter Melon,Vegetables - Fruiting,"Tropical gourd in the Cucurbitaceae family with warty, bitter fruits, popular in Asian cuisine for medicinal and culinary use.",Momordica charantia (Bitter gourd),"Water deeply 2-3 times per week. Consistent moisture important during fruiting. Mulch around plants. Full sun essential (6-8 hours daily). Provide trellis for vining habit. Fertilize every 3-4 weeks. Harvest when fruits are 4-6 inches; younger fruits are less bitter. Warm-season crop - requires long, hot season. Popular in Asian cuisine. Seasonal crop; watering varies by growing zone and harvest timing. Remove flower stems and any damaged or rotting leaves promptly. and harvest tender melons about 20 days after flowering",outdoorFullSun,medium,"[10, 32]",5.0,4.0,7.0,,neutral,wellDraining,nonToxic,fast,
broccoli,Broccoli,Vegetables - Fruiting,"Cruciferous vegetables in the Brassicaceae family, harvest central head and side shoots, prefer cool weather.","Brassica oleracea var. italica (Broccoli), 'Calabrese', 'Green Goliath', 'Waltham 29', 'Purple Sprouting'","Keep soil evenly moist (2-3 times per week). Consistent moisture important for head development. Well-drained, fertile soil preferred. Full sun preferred. Fertilize every 3-4 weeks with nitrogen-rich fertilizer. Harvest central head when tight and before flowers open. Side shoots will continue to produce. Prefer cool weather - plant in spring or fall. Watch for cabbage worms and aphids. Seasonal crop; watering varies by growing zone and harvest timing. Prune suckers and lower leaves for better air circulation. Remove diseased foliage promptly.",outdoorFullSun,medium,"[10, 21]",3.0,3.0,5.0,,neutral,wellDraining,nonToxic,fast,
brussels-sprouts,Brussels Sprouts,Vegetables - Fruiting,"Cruciferous vegetables in the Brassicaceae family, produce small cabbage-like sprouts along stem, flavor improves after frost.","Brassica oleracea var. gemmifera (Brussels sprouts), 'Long Island Improved', 'Jade Cross', 'Red Rubine'","Keep soil evenly moist (2-3 times per week). Consistent moisture important. Well-drained, fertile soil preferred. Full sun preferred. Fertilize every 3-4 weeks with nitrogen-rich fertilizer. Remove lower leaves as plant grows. Harvest sprouts from bottom up when 1-2 inches in diameter. Flavor improves after frost. Long growing season (90-100 days). Watch for cabbage worms. Seasonal crop; watering varies by growing zone and harvest timing. Prune suckers and lower leaves for better air circulation. Remove diseased foliage promptly.",outdoorFullSun,medium,"[7, 21]",3.0,3.0,5.0,,neutral,wellDraining,nonToxic,fast,
butternut-squash,Butternut Squash,Vegetables - Fruiting,"Popular winter squash in the Cucurbitaceae family with sweet, nutty flavor, excellent for storage.","Cucurbita moschata (Butternut squash), 'Waltham Butternut', 'Honeynut' (miniature variety)","Water deeply 2-3 times per week during growing season. Consistent moisture important during fruit development. Mulch around plants. Full sun essential (6-8 hours daily). Fertilize every 3-4 weeks with balanced fertilizer. Vining plants require space. Harvest when fully mature and rind is hard. Cure in warm place for 2 weeks before storage. Excellent for storage - can last 3-6 months. Sweet, nutty flavor. Seasonal crop; watering varies by growing zone and harvest timing. Remove dead or damaged foliage promptly.",outdoorFullSun,medium,"[21, 29]",3.0,3.0,5.0,,neutral,wellDraining,nonToxic,fast,
cantaloupe,Cantaloupe,Vegetables - Fruiting,"Also known as: Muskmelon, Rockmelon. Warm-season fruiting vegetable in the Cucurbitaceae family, also known as muskmelon, requires long growing season.","Cucumis melo (Cantaloupe, Muskmelon, Rockmelon), 'Hale's Best', 'Athena', 'Ambrosia'","Water deeply 2-3 times per week, increase during fruit development. Consistent moisture critical during fruiting. Mulch around plants. Full sun essential (6-8 hours daily). Fertilize every 3-4 weeks with balanced fertilizer. Vining plants require space. Harvest when stem separates easily from fruit and fruit has sweet aroma. Warm-season crop - requires long growing season. Watch for aphids and cucumber beetles. Seasonal crop; watering varies by growing zone and harvest timing. Remove dead or damaged foliage promptly.",outdoorFullSun,medium,"[21, 32]",3.0,3.0,5.0,,neutral,wellDraining,nonToxic,fast,
cape-gooseberry,Cape Gooseberry,Vegetables - Fruiting,"Also known as: Golden berry. Fruit in the Solanaceae family with tart-sweet berries enclosed in paper husks, also known as golden berry or ground cherry.",Physalis peruviana (Golden berry),Keep soil evenly moist (2-3 times per week). Well-drained soil preferred. Full sun essential (6-8 hours daily). Fertilize every 3-4 weeks with balanced fertilizer. Sprawling habit; may need support. Harvest when husks turn dry and papery and berries are golden. Can be eaten fresh or used in preserves. Warm-season crop. Seasonal crop; watering varies by growing zone and harvest timing. Prune suckers and lower leaves for better air circulation. Remove diseased foliage promptly.,outdoorFullSun,medium,"[10, 32]",5.0,4.0,7.0,,neutral,wellDraining,nonToxic,fast,
cauliflower,Cauliflower,Vegetables - Fruiting,"Cruciferous vegetables in the Brassicaceae family, form white, purple, or orange heads, prefer cool weather.","Brassica oleracea var. botrytis (Cauliflower), white, purple, orange, and green (Romanesco) varieties","Keep soil evenly moist (2-3 times per week). Consistent moisture important for head development. Well-drained, fertile soil preferred. Full sun preferred. Fertilize every 3-4 weeks with nitrogen-rich fertilizer. Blanch white varieties by tying leaves over head. Harvest when head is tight and before it separates. Prefer cool weather - very sensitive to heat. Watch for cabbage worms. Seasonal crop; watering varies by growing zone and harvest timing. Prune suckers and lower leaves for better air circulation. Remove diseased foliage promptly.",outdoorFullSun,medium,"[10, 21]",3.0,3.0,5.0,,neutral,wellDraining,nonToxic,fast,
celery,Celery,Vegetables - Fruiting,"Stalk vegetables in the Apiaceae family, require consistent moisture and rich soil, challenging to grow.","Apium graveolens var. dulce (Celery), 'Tango', 'Ventura', 'Utah 52-70'","Keep soil consistently moist (daily watering may be needed). Never allow to dry out. Rich, organic soil essential. Full sun to partial shade. Fertilize every 2-3 weeks with nitrogen-rich fertilizer. Blanch stalks by wrapping or hilling soil around base. Harvest outer stalks first. Challenging to grow - requires consistent care. Prefer cool weather. Seasonal crop; watering varies by growing zone and harvest timing. Remove dead or damaged foliage promptly.",outdoorPartialSun,high,"[13, 21]",3.0,3.0,5.0,,neutral,moistureRetentive,nonToxic,fast,
chayote,Chayote,Vegetables - Fruiting,"Also known as: Mirliton. Tender squash (mirliton) with edible fruit, shoots, and roots; vigorous vine.","Sechium edule (Chayote, Mirliton, Vegetable pear)",Full sun. Provide strong trellis. Keep soil moist. Harvest when fruit is 4-6 inches. Young shoots and roots also edible. Seasonal crop; watering varies by growing zone and harvest timing. Remove dead or damaged foliage promptly.,outdoorFullSun,medium,"[18, 30]",4.0,4.0,6.0,,neutral,wellDraining,nonToxic,fast,
cherry-tomato,Cherry Tomato,Vegetables - Fruiting,"Small, sweet tomatoes in the Solanaceae family, prolific and easy to grow, ideal for salads and snacking.",Solanum lycopersicum var. cerasiforme,"Deep, regular watering at base (2-3 times per week). Avoid wetting leaves to prevent disease. Consistent moisture prevents blossom end rot. Full sun essential (8+ hours daily). Stake or cage indeterminate varieties. Fertilize every 2-3 weeks with tomato fertilizer. Harvest when fully colored - prolific producer. Sweet and easy to grow. Seasonal crop; watering varies by growing zone and harvest timing. Harvest potatoes when most of leaves turn yellowish",outdoorFullSun,medium,"[10, 32]",5.0,4.0,7.0,,neutral,wellDraining,nonToxic,fast,
corn,Corn,Vegetables - Fruiting,"Also known as: Maize. Tall grain crop in the Poaceae family, requires pollination from wind or manual assistance, plant in blocks for better pollination.","Zea mays (Corn, Maize), sweet corn, popcorn, and ornamental varieties",Regular deep watering (2-3 times per week). Keep consistently moist especially during tasseling and ear development - critical for kernel development. Full sun essential (8+ hours daily). Plant in blocks (at least 4 rows) for better wind pollination. Fertilize when 12 inches tall and again when tassels appear. Tall plants - provide space. Ready in 60-100 days depending on variety. Watch for corn earworms. Seasonal crop; watering varies by growing zone and harvest timing. Remove dead or damaged foliage promptly.,outdoorFullSun,high,"[16, 35]",3.0,3.0,5.0,,neutral,wellDraining,nonToxic,fast,
cucumbers,Cucumbers,Vegetables - Fruiting,"Vining fruiting vegetables in the Cucurbitaceae family, need consistent moisture and support for climbing types.","Cucumis sativus (Cucumber), slicing and pickling varieties, bush and vining types",Keep soil evenly moist (daily watering in hot weather). Water at base to avoid leaf diseases like powdery mildew. Consistent moisture prevents bitter fruit. Full sun essential (6-8 hours daily). Provide trellis or support for vining types. Fertilize every 2-3 weeks with balanced fertilizer. Harvest regularly when fruits are young and tender. Ready in 50-70 days. Watch for cucumber beetles and powdery mildew. Seasonal crop; watering varies by growing zone and harvest timing. Remove yellowing or dead leaves promptly.,outdoorFullSun,high,"[21, 29]",3.0,3.0,5.0,,neutral,wellDraining,nonToxic,fast,
